Use?,Why?,comp_ID,study_ID,dam_ID,animal_ID,author,year,title,journal,species,strain,manip_type,manip_direction,nom_manip_val,,,,nom_manip_val2,,,,intake_reported,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodyweight_mean_contr,bodyweight_SE_contr,bodyweight_mean_exp,bodyweight_SE_exp,bw_N_contr,bw_N_exp,bw_dayPG,birthweight_mean_contr,birthweight_SE_contr,birthweight_mean_exp,birthweight_SE_exp,birthweight_N_contr,birthweight_N_exp,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,author's behaviour,my behaviour,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,d,se,percentage,Data_source,measure_comments,SE_imputed,Comments,suppl_files,weight,weightSE,birth,birthSE,initial_d,intialSE,final_d,finalSE
yes,,comp_227,s_18,D_32,A_44,Watkins,2008,Low protein diet fed exclusively,J044,mice,MF1,protein,-,50%,9%,18%,protein content,,,,,no,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,,12,6,yes,no,f,group,32.23,0.64,33.63,0.51,54,57,14,1.26,0.02,1.34,0.01,101,105,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,jumps,#,yes,day,NPD_LPD_females,1.64,0.31,57,3.14,0.49,54,con_100,,,no,Fig 3b,,no,affective behaviour data not shown ,,,,,,,,,
yes,,comp_251,s_23,D_38,A_57,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,m,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ACTIVITY,ACTIVITY,Open_Field,3,square_crossed,#,yes,day,con_Balb/c_m,118.13,10.47,8,106.19,6.7,8,con_101,,,no,Fig 1,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
?,FST,comp_252,s_23,D_38,A_58,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,m,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ANXIETY,ANXIETY,Forced_swim_test,6,time_spent_immobile,sec,yes,day,con_Balb/c_m,104.3,7.89,10,175.44,9.01,10,con_102,,,no,Fig 2,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
yes,,comp_254,s_23,D_38,A_60,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,f,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ACTIVITY,ACTIVITY,Open_Field,3,square_crossed,#,yes,day,con_Balb/c_f,115.89,8.22,8,109.91,4.49,8,con_103,,,no,Fig 1,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
?,FST,comp_255,s_23,D_38,A_61,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,f,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ANXIETY,ANXIETY,Forced_swim_test,6,time_spent_immobile,sec,yes,day,con_Balb/c_f,109.88,14.65,10,160.7,15.77,10,con_104,,,no,Fig 2,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
yes,,comp_257,s_23,D_39,A_63,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,C3H/HeOuj,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,f,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,365,ACTIVITY,ACTIVITY,Open_Field,3,square_crossed,#,yes,day,con_C3H_f,20.93,2.99,8,30.65,5.23,8,con_105,,,no,Fig 1,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
?,FST,comp_258,s_23,D_39,A_64,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,C3H/HeOuj,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,f,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,365,ANXIETY,ANXIETY,Forced_swim_test,6,time_spent_immobile,sec,yes,day,con_C3H_f,17.82,5.63,10,73.13,16.9,10,con_106,,,no,Fig 2,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
yes,,comp_260,s_23,D_40,A_66,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,m,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ACTIVITY,ACTIVITY,Open_Field,3,square_crossed,#,yes,day,con_CD1_m,112.9,7.48,8,84.49,5.23,8,con_107,,,no,Fig 1,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
?,FST,comp_261,s_23,D_40,A_67,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,m,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ANXIETY,ANXIETY,Forced_swim_test,6,time_spent_immobile,sec,yes,day,con_CD1_m,72.26,22.54,10,181.73,30.42,10,con_108,,,no,Fig 2,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
yes,,comp_263,s_23,D_40,A_69,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,f,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ACTIVITY,ACTIVITY,Open_Field,3,square_crossed,#,yes,day,con_CD1_f,128.6,5.98,8,86.73,6.73,8,con_109,,,no,Fig 1,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
?,FST,comp_264,s_23,D_40,A_70,Raygada,2005,High maternal intake of polyunsaturated,J014,mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,,,,,no,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,,,,,no,f,,,,,,,,,,,,,,,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ANXIETY,ANXIETY,Forced_swim_test,6,time_spent_immobile,sec,yes,day,con_CD1_f,29.57,11.27,10,140.1,23.66,10,con_110,,,no,Fig 2,"no C3H males, ""most of the mice were exposed to only one test""",no,range of sample size for all groups given instead of true sample size per group,,,,,,,,,
yes,,comp_269,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,rear_frequency,#,yes,day,Wcon_Wundernourished,4.57,,10,5.92,,10,con_111,,,no,Fig 1a,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_270,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,sniff_frequency,#,yes,day,Wcon_Wundernourished,48.32,,10,44.3,,10,con_112,,,no,Fig 1c,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_271,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,pause_frequency,#,no,day,Wcon_Wundernourished,15.71,,10,16.78,,10,con_113,,,no,Fig 1e,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_272,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,%_time_rearing,%,yes,day,Wcon_Wundernourished,1.77,,10,2.19,,10,con_114,,,yes,Fig 1b,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_273,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,%_time_sniffing,%,yes,day,Wcon_Wundernourished,36.64,,10,31.03,,10,con_115,,,yes,Fig 1d,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_274,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ACTIVITY,Open_Field,6,%_time_immobile,%,no,day,Wcon_Wundernourished,20.94,,10,26.52,,10,con_116,,,yes,fig1f,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_275,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,EXPLORATION,Open_Field,6,Latency_rear,sec,no,day,Wcon_Wundernourished,198.05,,10,59.47,,10,con_117,,,no,fig 2a,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_276,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,square_crossed,#,yes,day,Wcon_Wundernourished,258.75,,10,202.92,,10,con_118,,,no,fig 2c,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_277,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ANXIETY,Open_Field,6,Latency_enter_center,sec,no,day,Wcon_Wundernourished,55.82,,10,50.58,,10,con_119,,,no,fig 2b,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_278,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ANXIETY,Open_Field,6,Defecation,#,no,day,Wcon_Wundernourished,2.3,,10,4.67,,10,con_120,,,no,fig 2d,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_279,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,Groom_frequency,#,yes,day,Wcon_Wundernourished,1.3,,10,1.01,,10,con_121,,,no,Fig 3,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_280,s_25,D_42,A_73,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Wistar,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,382,13,272,4,10,10,187,5.4,0.3,4.9,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,%_time_grooming,%,yes,day,Wcon_Wundernourished,2.31,,10,1.56,,10,con_122,,,yes,Fig 3,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_290,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,rear_frequency,#,yes,day,Lcon_Lundernourished,20.34,,10,33.79,,10,con_123,,,no,Fig 1a,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_291,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,sniff_frequency,#,yes,day,Lcon_Lundernourished,45.1,,10,35.86,,10,con_124,,,no,Fig 1c,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_292,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,pause_frequency,#,no,day,Lcon_Lundernourished,14,,10,17.85,,10,con_125,,,no,Fig 1e,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_293,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,%_time_rearing,%,yes,day,Lcon_Lundernourished,8.33,,10,14.05,,10,con_126,,,yes,Fig 1b,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_294,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,%_time_sniffing,%,yes,day,Lcon_Lundernourished,34.03,,10,26.7,,10,con_127,,,yes,Fig 1d,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_295,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ACTIVITY,Open_Field,6,%_time_immobile,%,no,day,Lcon_Lundernourished,9.02,,10,17.96,,10,con_128,,,yes,fig1f,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_296,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,EXPLORATION,Open_Field,6,Latency_rear,sec,no,day,Lcon_Lundernourished,72.87,,10,25.62,,10,con_129,,,no,fig 2a,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_297,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,square_crossed,#,yes,day,Lcon_Lundernourished,96.69,,10,34.05,,10,con_130,,,no,fig 2c,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_298,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ANXIETY,Open_Field,6,Latency_enter_center,sec,no,day,Lcon_Lundernourished,66.31,,10,42.43,,10,con_131,,,no,fig 2b,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_299,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ANXIETY,Open_Field,6,Defecation,#,no,day,Lcon_Lundernourished,0.59,,10,0.89,,10,con_132,,,no,fig 2d,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_300,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,Groom_frequency,#,yes,day,Lcon_Lundernourished,4.38,,10,7.26,,10,con_133,,,no,Fig 3,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_301,s_25,D_43,A_74,Tonkiss,1983,Interactive effects of genotype and early,J016,rats,Lister,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,,6,8,no,single,,12,8,yes,no,m,group,527,11,348,14,10,10,187,6,0.1,5.1,0.2,10,10,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,%_time_grooming,%,yes,day,Lcon_Lundernourished,2.53,,10,5.33,,10,con_134,,,yes,Fig 3,"no SD or SE, researchers cannot be reached",yes,extracted data for first trial only,,,,,,,,,
yes,,comp_323,s_30,D_48,A_79,Garg,2012,Early postnatal caloric restriction protects,J046,rats,Sprague-Dawley,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,yes,Garg_rat_chow,Garg_rat_chow,0,22,pre,,,,yes,single,22,12,6,yes,yes,m,,784.3,21,841.2,22.2,15,16,,,,,,,,control,yes,Garg_rat_chow,21,yes,304,ACTIVITY,ACTIVITY,Photocell_device,10,Total_activity,#,yes,day,con_IUGR,109.18,29.59,6,164.29,28.57,6,con_135,,,no,Fig 4a,,no,"extracted data for fed offspring, not fasted ones",,,,,,,,,
yes,,comp_324,s_30,D_48,A_79,Garg,2012,Early postnatal caloric restriction protects,J046,rats,Sprague-Dawley,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,yes,Garg_rat_chow,Garg_rat_chow,0,22,pre,,,,yes,single,22,12,6,yes,yes,m,,784.3,21,841.2,22.2,15,16,,,,,,,,control,yes,Garg_rat_chow,21,yes,304,ACTIVITY,ACTIVITY,Photocell_device,10,ambulation,#,yes,day,con_IUGR,58.9,18.17,6,86.42,12.66,6,con_136,,,no,Fig 4b,,no,"extracted data for fed offspring, not fasted ones",,,,,,,,,
yes,,comp_325,s_30,D_48,A_79,Garg,2012,Early postnatal caloric restriction protects,J046,rats,Sprague-Dawley,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,yes,Garg_rat_chow,Garg_rat_chow,0,22,pre,,,,yes,single,22,12,6,yes,yes,m,,784.3,21,841.2,22.2,15,16,,,,,,,,control,yes,Garg_rat_chow,21,yes,304,ACTIVITY,EXPLORATION,Photocell_device,10,rearing,#,yes,day,con_IUGR,30.33,7.4,6,46.62,53.73,6,con_137,,,no,Fig 4c,,no,"extracted data for fed offspring, not fasted ones",,,,,,,,,
